DATE,ICSA,CCNSA
3/29/1986,396000,2982000
4/5/1986,381000,2842000
4/12/1986,388000,2773000
4/19/1986,383000,2687000
4/26/1986,391000,2655000
5/3/1986,392000,2566000
5/10/1986,395000,2558000
5/17/1986,384000,2499000
5/24/1986,386000,2335000
5/31/1986,373000,2490000
6/7/1986,375000,2407000
6/14/1986,369000,2410000
6/21/1986,367000,2380000
6/28/1986,371000,2282000
7/5/1986,371000,2567000
7/12/1986,361000,2589000
7/19/1986,354000,2527000
7/26/1986,362000,2509000
8/2/1986,416000,2477000
8/9/1986,416000,2499000
8/16/1986,407000,2435000
8/23/1986,397000,2404000
8/30/1986,401000,2215000
9/6/1986,400000,2379000
9/13/1986,394000,2250000
9/20/1986,399000,2219000
9/27/1986,389000,2161000
10/4/1986,391000,2192000
10/11/1986,387000,2114000
10/18/1986,385000,2274000
10/25/1986,370000,2223000
11/1/1986,364000,2213000
11/8/1986,349000,2180000
11/15/1986,368000,2435000
11/22/1986,369000,2134000
11/29/1986,366000,2760000
12/6/1986,363000,2575000
12/13/1986,375000,2668000
12/20/1986,350000,2395000
12/27/1986,345000,2860000
1/3/1987,323000,3442272
1/10/1987,348000,3206583
1/17/1987,341000,3035767
1/24/1987,346000,3155009
1/31/1987,370000,3172800
2/7/1987,368000,3052914
2/14/1987,338000,3014248
2/21/1987,341000,3117138
2/28/1987,348000,3080711
3/7/1987,337000,2972372
3/14/1987,335000,2952777
3/21/1987,335000,2787938
3/28/1987,326000,2753035
4/4/1987,330000,2706033
4/11/1987,338000,2556723
4/18/1987,349000,2495372
4/25/1987,328000,2416853
5/2/1987,330000,2219934
5/9/1987,315000,2243705
5/16/1987,341000,2184589
5/23/1987,343000,2027017
5/30/1987,326000,2153810
6/6/1987,328000,2059043
6/13/1987,316000,2074243
6/20/1987,319000,2035040
6/27/1987,326000,2038923
7/4/1987,326000,2058398
7/11/1987,317000,2198385
7/18/1987,310000,2172113
7/25/1987,324000,2157950
8/1/1987,348000,2144893
8/8/1987,327000,2105874
8/15/1987,319000,2020505
8/22/1987,312000,1955716
8/29/1987,322000,1899197
9/5/1987,316000,1748252
9/12/1987,297000,1846397
9/19/1987,309000,1923706
9/26/1987,317000,1717452
10/3/1987,301000,1694732
10/10/1987,308000,1647486
10/17/1987,301000,1725790
10/24/1987,301000,1600532
10/31/1987,289000,1622425
11/7/1987,297000,1690217
11/14/1987,307000,1922996
11/21/1987,317000,1704088
11/28/1987,306000,2160016
12/5/1987,319000,2067371
12/12/1987,317000,2151855
12/19/1987,323000,2037301
12/26/1987,316000,2305276
1/2/1988,315000,2756429
1/9/1988,325000,2864655
1/16/1988,361000,2708739
1/23/1988,335000,2840751
1/30/1988,342000,2784072
2/6/1988,318000,2683789
2/13/1988,311000,2666899
2/20/1988,327000,2647089
2/27/1988,319000,2670581
3/5/1988,307000,2630634
3/12/1988,304000,2572940
3/19/1988,307000,2475333
3/26/1988,304000,2390779
4/2/1988,309000,2302715
4/9/1988,313000,2269936
4/16/1988,314000,2182318
4/23/1988,312000,2087324
4/30/1988,313000,2028769
5/7/1988,309000,1966276
5/14/1988,314000,1956522
5/21/1988,319000,1891634
5/28/1988,313000,1805333
6/4/1988,310000,1876581
6/11/1988,305000,1852857
6/18/1988,311000,1816465
6/25/1988,307000,1833537
7/2/1988,305000,1755810
7/9/1988,303000,2032911
7/16/1988,315000,2021261
7/23/1988,354000,1977197
7/30/1988,331000,2008522
8/6/1988,316000,1961995
8/13/1988,312000,1910379
8/20/1988,316000,1859852
8/27/1988,315000,1840361
9/3/1988,306000,1691617
9/10/1988,305000,1784231
9/17/1988,306000,1701348
9/24/1988,301000,1668900
10/1/1988,292000,1612412
10/8/1988,292000,1556889
10/15/1988,293000,1678716
10/22/1988,286000,1632845
10/29/1988,294000,1724571
11/5/1988,285000,1542684
11/12/1988,284000,1854545
11/19/1988,294000,1594634
11/26/1988,299000,2111695
12/3/1988,298000,1965981
12/10/1988,285000,2055052
12/17/1988,293000,2059991
12/24/1988,286000,2075559
12/31/1988,304000,2473167
1/7/1989,299000,2707199
1/14/1989,283000,2554884
1/21/1989,282000,2660091
1/28/1989,295000,2597551
2/4/1989,288000,2569194
2/11/1989,322000,2647533
2/18/1989,305000,2577799
2/25/1989,300000,2732331
3/4/1989,325000,2612415
3/11/1989,325000,2634121
3/18/1989,319000,2501793
3/25/1989,319000,2477317
4/1/1989,323000,2375439
4/8/1989,314000,2281715
4/15/1989,307000,2238769
4/22/1989,304000,2135792
4/29/1989,311000,2047774
5/6/1989,320000,1995218
5/13/1989,332000,2045661
5/20/1989,321000,1907797
5/27/1989,325000,1807496
6/3/1989,325000,1952253
6/10/1989,332000,1896695
6/17/1989,337000,1897424
6/24/1989,338000,1933759
7/1/1989,349000,1828308
7/8/1989,341000,2194084
7/15/1989,349000,2185720
7/22/1989,332000,2057877
7/29/1989,337000,2071615
8/5/1989,338000,2102030
8/12/1989,341000,2045875
8/19/1989,327000,1955383
8/26/1989,332000,1943580
9/2/1989,329000,1776843
9/9/1989,336000,1926837
9/16/1989,334000,1761440
9/23/1989,334000,1833067
9/30/1989,347000,1758194
10/7/1989,407000,1759529
10/14/1989,345000,1903455
10/21/1989,347000,1879567
10/28/1989,354000,1916421
11/4/1989,333000,1844888
11/11/1989,336000,2077694
11/18/1989,336000,1824682
11/25/1989,342000,2380695
12/2/1989,344000,2246457
12/9/1989,338000,2287594
12/16/1989,355000,2326845
12/23/1989,381000,2404078
12/30/1989,358000,2838399
1/6/1990,355000,3108000
1/13/1990,369000,2879525
1/20/1990,375000,3130998
1/27/1990,345000,2895197
2/3/1990,368000,2938862
2/10/1990,367000,2887118
2/17/1990,348000,2922967
2/24/1990,350000,2947650
3/3/1990,351000,2969182
3/10/1990,349000,2839915
3/17/1990,349000,2851281
3/24/1990,331000,2707282
3/31/1990,346000,2679792
4/7/1990,367000,2507053
4/14/1990,357000,2600103
4/21/1990,360000,2435156
4/28/1990,363000,2409865
5/5/1990,354000,2276793
5/12/1990,355000,2276852
5/19/1990,353000,2200158
5/26/1990,359000,2144261
6/2/1990,368000,2220329
6/9/1990,359000,2203911
6/16/1990,359000,2169344
6/23/1990,362000,2185255
6/30/1990,364000,2092566
7/7/1990,362000,2449972
7/14/1990,367000,2482738
7/21/1990,370000,2335706
7/28/1990,369000,2335177
8/4/1990,369000,2322631
8/11/1990,381000,2309895
8/18/1990,393000,2275767
8/25/1990,394000,2263087
9/1/1990,392000,2096487
9/8/1990,390000,2249277
9/15/1990,395000,2124952
9/22/1990,389000,2100832
9/29/1990,404000,2102229
10/6/1990,404000,2030912
10/13/1990,422000,2251844
10/20/1990,435000,2250868
10/27/1990,440000,2341201
11/3/1990,430000,2368817
11/10/1990,448000,2420488
11/17/1990,447000,2378735
11/24/1990,462000,3011553
12/1/1990,451000,2920595
12/8/1990,449000,2991256
12/15/1990,447000,3049870
12/22/1990,474000,2910635
12/29/1990,454000,3487570
1/5/1991,415000,4056766
1/12/1991,437000,3950860
1/19/1991,445000,3750707
1/26/1991,462000,3933737
2/2/1991,483000,4015252
2/9/1991,480000,3958296
2/16/1991,474000,4036931
2/23/1991,499000,4137192
3/2/1991,488000,4186215
3/9/1991,499000,4087481
3/16/1991,498000,4138058
3/23/1991,509000,3931340
3/30/1991,499000,3992459
4/6/1991,452000,3776293
4/13/1991,477000,3755007
4/20/1991,478000,3596574
4/27/1991,462000,3512297
5/4/1991,451000,3396704
5/11/1991,446000,3362554
5/18/1991,448000,3227614
5/25/1991,443000,3080050
6/1/1991,432000,3250555
6/8/1991,441000,3129153
6/15/1991,429000,3119199
6/22/1991,423000,3053175
6/29/1991,418000,2886389
7/6/1991,422000,3315338
7/13/1991,420000,3265105
7/20/1991,408000,3155190
7/27/1991,423000,3144434
8/3/1991,438000,3134722
8/10/1991,437000,3065017
8/17/1991,433000,2973801
8/24/1991,425000,2923103
8/31/1991,425000,2698721
9/7/1991,424000,2873554
9/14/1991,418000,2731686
9/21/1991,419000,2684668
9/28/1991,437000,2632308
10/5/1991,424000,2642986
10/12/1991,425000,2605702
10/19/1991,419000,2772408
10/26/1991,423000,2741063
11/2/1991,447000,2819131
11/9/1991,453000,2842332
11/16/1991,439000,3039756
11/23/1991,444000,2780823
11/30/1991,444000,3545383
12/7/1991,475000,3336777
12/14/1991,475000,3497146
12/21/1991,436000,3136770
12/28/1991,441000,3814532
1/4/1992,432000,4498435
1/11/1992,440000,4217517
1/18/1992,443000,4074494
1/25/1992,441000,4177760
2/1/1992,440000,4103202
2/8/1992,445000,4033751
2/15/1992,446000,3977457
2/22/1992,436000,4261552
2/29/1992,444000,4086705
3/7/1992,421000,3955182
3/14/1992,437000,3932184
3/21/1992,440000,3865442
3/28/1992,420000,3813166
4/4/1992,412000,3667177
4/11/1992,413000,3564661
4/18/1992,424000,3448706
4/25/1992,424000,3419243
5/2/1992,431000,3287889
5/9/1992,417000,3233271
5/16/1992,414000,3101430
5/23/1992,414000,2936557
5/30/1992,411000,3106796
6/6/1992,416000,2996898
6/13/1992,420000,2988680
6/20/1992,419000,2965736
6/27/1992,420000,2872638
7/4/1992,407000,3096809
7/11/1992,408000,3143730
7/18/1992,392000,3151008
7/25/1992,564000,3171535
8/1/1992,423000,3307059
8/8/1992,406000,2979582
8/15/1992,401000,2949874
8/22/1992,398000,2843536
8/29/1992,408000,2758658
9/5/1992,416000,2616069
9/12/1992,416000,2791251
9/19/1992,427000,2600400
9/26/1992,409000,2580590
10/3/1992,398000,2462242
10/10/1992,374000,2423689
10/17/1992,385000,2601838
10/24/1992,367000,2518091
10/31/1992,365000,2529758
11/7/1992,374000,2510518
11/14/1992,377000,2724779
11/21/1992,357000,2411720
11/28/1992,341000,3012861
12/5/1992,350000,2833201
12/12/1992,359000,2894501
12/19/1992,334000,2672570
12/26/1992,313000,2982511
1/2/1993,341000,3541687
1/9/1993,354000,3417366
1/16/1993,352000,3367001
1/23/1993,341000,3414605
1/30/1993,340000,3315533
2/6/1993,319000,3200962
2/13/1993,321000,3174541
2/20/1993,351000,3315199
2/27/1993,362000,3292910
3/6/1993,354000,3235224
3/13/1993,346000,3136914
3/20/1993,338000,3162342
3/27/1993,366000,3117826
4/3/1993,365000,2980338
4/10/1993,353000,3003557
4/17/1993,351000,2919904
4/24/1993,350000,2839531
5/1/1993,343000,2680690
5/8/1993,339000,2713019
5/15/1993,345000,2625230
5/22/1993,342000,2551358
5/29/1993,349000,2468881
6/5/1993,343000,2600518
6/12/1993,343000,2589155
6/19/1993,345000,2594446
6/26/1993,340000,2544078
7/3/1993,334000,2407602
7/10/1993,314000,2825535
7/17/1993,335000,2724796
7/24/1993,415000,2696676
7/31/1993,356000,2718132
8/7/1993,346000,2624960
8/14/1993,339000,2584811
8/21/1993,342000,2524664
8/28/1993,337000,2464309
9/4/1993,334000,2269912
9/11/1993,333000,2465746
9/18/1993,346000,2333263
9/25/1993,343000,2305269
10/2/1993,333000,2233985
10/9/1993,355000,2191252
10/16/1993,359000,2387995
10/23/1993,354000,2365764
10/30/1993,348000,2386515
11/6/1993,350000,2325879
11/13/1993,341000,2559633
11/20/1993,336000,2282711
11/27/1993,337000,2898489
12/4/1993,337000,2723368
12/11/1993,334000,2818129
12/18/1993,331000,2710554
12/25/1993,290000,2814857
1/1/1994,341000,3367915
1/8/1994,343000,3449472
1/15/1994,355000,3208257
1/22/1994,351000,3545764
1/29/1994,406000,3435362
2/5/1994,361000,3357684
2/12/1994,354000,3604923
2/19/1994,352000,3292486
2/26/1994,327000,3476587
3/5/1994,348000,3357435
3/12/1994,341000,3328411
3/19/1994,332000,3193930
3/26/1994,322000,3094818
4/2/1994,342000,2992338
4/9/1994,349000,2974931
4/16/1994,354000,2843275
4/23/1994,331000,2729535
4/30/1994,344000,2716409
5/7/1994,371000,2606450
5/14/1994,360000,2644286
5/21/1994,357000,2522357
5/28/1994,348000,2440732
6/4/1994,345000,2539802
6/11/1994,338000,2506642
6/18/1994,336000,2460985
6/25/1994,341000,2477528
7/2/1994,334000,2358971
7/9/1994,341000,2710100
7/16/1994,359000,2671851
7/23/1994,345000,2559819
7/30/1994,332000,2509990
8/6/1994,338000,2474549
8/13/1994,335000,2451910
8/20/1994,331000,2392742
8/27/1994,341000,2359336
9/3/1994,339000,2171194
9/10/1994,331000,2287691
9/17/1994,326000,2162830
9/24/1994,325000,2117247
10/1/1994,330000,2074777
10/8/1994,341000,2005550
10/15/1994,335000,2192818
10/22/1994,330000,2103200
10/29/1994,331000,2153143
11/5/1994,328000,2071248
11/12/1994,329000,2312701
11/19/1994,326000,2041379
11/26/1994,329000,2631371
12/3/1994,324000,2457385
12/10/1994,329000,2558552
12/17/1994,330000,2528593
12/24/1994,314000,2600655
12/31/1994,319000,2919249
1/7/1995,338000,3204273
1/14/1995,347000,3106510
1/21/1995,325000,3140684
1/28/1995,324000,3144902
2/4/1995,324000,3063391
2/11/1995,348000,3141413
2/18/1995,343000,3066721
2/25/1995,336000,3140967
3/4/1995,339000,3054753
3/11/1995,347000,3058336
3/18/1995,343000,2932400
3/25/1995,332000,2884431
4/1/1995,335000,2735222
4/8/1995,347000,2667325
4/15/1995,355000,2635670
4/22/1995,349000,2591645
4/29/1995,365000,2500747
5/6/1995,364000,2408314
5/13/1995,366000,2428514
5/20/1995,377000,2394017
5/27/1995,374000,2288164
6/3/1995,362000,2412575
6/10/1995,367000,2370672
6/17/1995,378000,2378798
6/24/1995,358000,2386331
7/1/1995,355000,2294771
7/8/1995,372000,2677411
7/15/1995,389000,2704053
7/22/1995,390000,2526569
7/29/1995,351000,2474244
8/5/1995,351000,2433531
8/12/1995,353000,2428865
8/19/1995,362000,2366346
8/26/1995,359000,2335659
9/2/1995,355000,2157979
9/9/1995,371000,2285481
9/16/1995,376000,2186550
9/23/1995,353000,2137750
9/30/1995,355000,2092237
10/7/1995,374000,2081344
10/14/1995,369000,2223096
10/21/1995,366000,2183047
10/28/1995,377000,2256758
11/4/1995,380000,2161283
11/11/1995,370000,2422640
11/18/1995,379000,2128078
11/25/1995,379000,2801377
12/2/1995,373000,2593805
12/9/1995,346000,2658329
12/16/1995,373000,2639023
12/23/1995,374000,2782295
12/30/1995,359000,3158779
1/6/1996,361000,3334482
1/13/1996,333000,3267053
1/20/1996,415000,3470091
1/27/1996,387000,3261489
2/3/1996,374000,3412932
2/10/1996,387000,3296740
2/17/1996,383000,3281051
2/24/1996,365000,3282015
3/2/1996,368000,3282378
3/9/1996,361000,3147562
3/16/1996,384000,3145405
3/23/1996,426000,3112606
3/30/1996,393000,2972000
4/6/1996,369000,2809377
4/13/1996,357000,2810900
4/20/1996,368000,2635448
4/27/1996,343000,2588512
5/4/1996,338000,2461933
5/11/1996,352000,2441081
5/18/1996,345000,2371899
5/25/1996,343000,2294656
6/1/1996,340000,2345998
6/8/1996,351000,2278659
6/15/1996,342000,2342014
6/22/1996,341000,2320261
6/29/1996,337000,2257174
7/6/1996,342000,2493008
7/13/1996,347000,2554691
7/20/1996,332000,2432671
7/27/1996,327000,2373525
8/3/1996,326000,2334951
8/10/1996,331000,2317551
8/17/1996,336000,2280788
8/24/1996,337000,2239076
8/31/1996,329000,2108790
9/7/1996,333000,2105993
9/14/1996,338000,2077963
9/21/1996,352000,2017274
9/28/1996,348000,1997890
10/5/1996,335000,1969583
10/12/1996,334000,1966937
10/19/1996,335000,2039622
10/26/1996,352000,2063060
11/2/1996,334000,2084152
11/9/1996,327000,2111062
11/16/1996,342000,2220879
11/23/1996,347000,2042433
11/30/1996,332000,2612507
12/7/1996,355000,2458896
12/14/1996,352000,2533262
12/21/1996,350000,2443253
12/28/1996,357000,2914281
1/4/1997,347000,3409390
1/11/1997,324000,3103732
1/18/1997,345000,3028156
1/25/1997,340000,3070348
